_id,글램핑내부시설,기타부대시설,기타정보,기타주변이용가능시설,문의처,바닥형태(단위:면),사이트간격,사이트크기,안전시설현황,예약방법,운영기간,운영일,주변이용가능시설,주소,주요시설,카라반내부시설,캠프이름,캠핑장비대여,캠핑장유형,캠핑장환경,홈페이지,화로대
1134,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-6500-7043,"파쇄석 (50)
테크 (20)",3M,"10 X 7 : 50개
6 X 6 : 20개",소화기 (35),전화,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,어린이놀이시설",경상북도 경주시 산내면 대현리  2747-273,일반야영장(70면),,문복산캠핑장,,일반야영장,숲/민간,홈페이지바로가기새창으로,개별
1137,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-997-8959,,,,,전화,,,,경기 김포시 월곶면 문수산로 104-107,,,문수골힐링캠핑장,,자동차야영장,/지자체,,
1139,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,043-200-7741,테크 (28),1M,"5 X 5 : 10개
4 X 4 : 9개
4 X 5 : 5개",소화기 (28),,"봄,여름,가을,겨울",평일+주말,산책로,충청북도 청주시 흥덕구 문암동  100,일반야영장(28면),,문암생태공원,,일반야영장,/지자체,,개별
1140,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"010-4032-2777,010-9430-9038",테크 (20),,4 X 4 : 20개,,,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,운동장,강/물놀이",경상북도 상주시 화북면 용유리 340-8,일반야영장(29면),,문장대야영장,,일반야영장,"계곡,강/지자체",,개별
1141,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-533-1165,,,,소화기 (17),온라인실시간예약,"봄,여름,가을",평일+주말,산책로,경상북도 상주시 화북면 상오리  573-4,자동차야영장사이트(28면) 카라반(3면),침대 TV 에어컨 냉장고 난방기구 취사도구 내부화장실,문장대오토캠핑장,,"일반야영장,자동차야영장,카라반",숲/지자체,홈페이지바로가기새창으로,개별
1142,,반려견전용사이트 있슴.,개인 트레일러 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-633-5955,파쇄석 (49),3M,,소화기 (80) 방화수 (3),,"봄,여름,가을,겨울",주말,"산책로,강/물놀이,수영장",경상남도 거제시 동부면 가배오송길 123,자동차야영장사이트(49면),,문화관광농원청소년야영장,,"일반야영장,자동차야영장",산/민간,홈페이지바로가기새창으로,개별
1143,,"야영체험방-6동,,원두막-5동,강당",개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"033-482-2749,010-4500-5155","테크 (10)
맨흙 (10)",,6 X 8 : 20개,소화기 (5),,"봄,여름,가을",평일+주말,계곡물놀이,강원도 양구군 양구읍 소양웅진길 35-6  문화사랑채,일반야영장(20면),,웅진리야영장(구문화사랑채),,자동차야영장,"산,숲,호수/민간",홈페이지바로가기새창으로,개별
1145,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8330-5002,,,,,,,평일+주말,,강원 원주시 호저면 칠봉로 840-73,,,물가애캠핑장,,일반야영장,/민간,홈페이지바로가기새창으로,개별
1147,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",주말,,충청남도 태안군 원북면 방갈리 515-210,,,물결캠핑장,,"일반야영장,카라반",해변/민간,,개별
1151,,둘레길,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (42),,8 X 10 : 42개,"소화기 (35)
화재감지기 (3)",,"봄,여름,가을,겨울",주말,"산책로,어린이놀이시설",경기도 연천군 군남면 청정로 2122  물꽃 캠핑장,일반야영장(39면) 카라반(3면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구",물꽃캠핑장,"릴선
화로대",자동차야영장,강/민간,홈페이지바로가기새창으로,개별
1152,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-647-6648,파쇄석 (40),,,소화기 (20),온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,산책로",강원도 강릉시 노추산로 1151-5  물내치기펜션&캠핑,일반야영장(40면),,물내치기,,자동차야영장,"숲,계곡/민간",홈페이지바로가기새창으로,개별
1155,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"033-375-7771,010-4560-7779",파쇄석 (10),,"8 X 10 : 4개
6 X 7 : 6개",소화기 (6),,"봄,여름,가을,겨울",평일+주말,계곡물놀이,강원도 영월군 수주면 두산리  222-1,일반야영장(10면),,물마루캠핑장,"릴선
화로대",자동차야영장,계곡/민간,홈페이지바로가기새창으로,개별
1157,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-6540-7000,파쇄석 (20),3M,6 X 7 : 20개,소화기 (30),전화,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,낚시,어린이놀이시설",충청북도 괴산군 칠성면 쌍곡리  92-2,일반야영장(20면),,물소리풍경캠핑장,,일반야영장,계곡/민간,홈페이지바로가기새창으로,개별
1159,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (27),3M,,,온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"산책로,어린이놀이시설",경남 밀양시 단장면 고례리 1491 외 1필지,자동차야영장사이트(27면),,물안개오토캠핑장,,일반야영장,"산,강/민간",홈페이지바로가기새창으로,개별
1163,,,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,자갈 (6),1M,4 X 5 : 6개,"소화기 (7)
방화수 (1)
방화사 (1)
화재감지기 (1)",,"봄,여름,가을",평일+주말,"계곡물놀이,청소년체험시설",충북 영동군 상촌면 물한6길 8-1,일반야영장(6면),,물한계곡소나무펜션,,"자동차야영장,카라반",계곡/민간,홈페이지바로가기새창으로,개별
1167,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,"잔디 (9)
파쇄석 (14)",3M,8 X 8 : 23개,소화기 (20),,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,어린이놀이시설",경상북도 성주군 가천면 법전리  776-4,일반야영장(23면),,미루밸리캠핑장,,일반야영장,"숲,계곡/민간",홈페이지바로가기새창으로,개별
1168,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,소화기 (50),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"산책로,운동장",경상남도 밀양시 산외면 밀양대로 3400-127  밀양 미르 오토캠핑장,자동차야영장사이트(75면),,미르오토캠핑장,,일반야영장,"산,숲/민간",홈페이지바로가기새창으로,
1173,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-572-4801,,,,,전화,,,,경상북도 문경시 마성면 구랑로 78-11  미산가족오토캠핑장,,,미산가족오토캠핑장,,일반야영장,/민간,홈페이지바로가기새창으로,
1177,,,개인 트레일러 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-2013-6096,테크 (16),,"3 X 4 : 8개
4 X 6 : 5개
4 X 7 : 3개",소화기 (20),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,계곡물놀이,강원도 인제군 상남면 미산리 376-6  미산분교 캠핑장,일반야영장(23면),,미산분교캠핑장,,자동차야영장,계곡/민간,홈페이지바로가기새창으로,개별
1178,,"노래방, 세미나실, 계곡 평상",개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"043-653-2885,010-4624-2885","파쇄석 (25)
맨흙 (15)",3M,7 X 9 : 40개,소화기 (40),,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,어린이놀이시설",충북 제천시 봉양읍 옥전리 59-4번지,일반야영장(40면) 카라반(2면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",미소가든펜션야영장,,"자동차야영장,카라반","숲,계곡/민간",홈페이지바로가기새창으로,개별
1181,,식당,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"033-462-4343,010-5463-4343","테크 (5)
자갈 (25)",,3 X 3 : 30개,소화기 (30),,"봄,여름,가을,겨울",평일+주말,계곡물놀이,강원도 인제군 북면 미시령옛길 30  미시령계곡캠핑장,일반야영장(30면),,미시령계곡캠핑장,,자동차야영장,"산,계곡/민간",홈페이지바로가기새창으로,개별
1182,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,063-261-5153,파쇄석 (50),,,"소화기 (50)
화재감지기 (50)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"산책로,청소년체험시설",전라북도 완주군 화산면 종리  55-1,자동차야영장사이트(50면) 카라반(5면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",민들레동산캠핑장,,"일반야영장,카라반",숲/민간,홈페이지바로가기새창으로,개별
1184,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,043-740-3437~8,,,,,,,,,충청북도 영동군 용화면 휴양림길 6  민주지산 자연휴양림,,,민주지산자연휴양림,,자동차야영장,/지자체,홈페이지바로가기새창으로,
1190,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8546-4622,,,,,전화,,,,경상남도 밀양시 단장면 고례리  1516-1,,,밀양댐스쿨캠핑장,,자동차야영장,/지자체,홈페이지바로가기새창으로,
1191,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-5199-1426,파쇄석 (40),,,소화기 (25),전화,"봄,여름,가을,겨울",평일+주말,계곡물놀이,경상남도 밀양시 단장면 고례리  1512-1번지,자동차야영장사이트(40면),,밀양댐오토캠핑장,,"일반야영장,자동차야영장","산,계곡/민간",홈페이지바로가기새창으로,
1192,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-841-3315,,,,소화기 (25),전화,"봄,여름,가을,겨울",평일+주말,"강/물놀이,농어촌체험시설",경상남도 밀양시 산외면 금곡리  16-36,일반야영장(40면),,밀양사계절야영장,,일반야영장,"산,숲/민간",홈페이지바로가기새창으로,개별
1194,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (61),3M,,,온라인실시간예약,"봄,여름,가을,겨울",평일+주말,강/물놀이,경상남도 밀양시 산외면 단산길 2-5,자동차야영장사이트(61면),,밀양강캠프스쿨(구밀양스쿨오토캠핑장),,일반야영장,"산,숲/민간",홈페이지바로가기새창으로,개별
1196,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-351-0088,,,,,전화,,평일+주말,,경남 밀양시 단장면 고례로 855,,,밀양댐유원지펜션식당(밀양유원지오토캠핑장),,자동차야영장,/민간,홈페이지바로가기새창으로,개별
1197,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"055-351-1033,010-9662-9199",파쇄석 (106),,8 X 8 : 106개,소화기 (106),,"봄,여름,가을,겨울",평일+주말,계곡물놀이,경상남도 밀양시 단장면 바드리길 7  밀양표충오토캠핑장,자동차야영장사이트(106면),,밀양표충오토캠핑장,,일반야영장,"산,숲/민간",홈페이지바로가기새창으로,개별
