_id,리뷰수,사업체,이미지,전화번호,조회수,지역이름,추천수,캠핑장설명,캠핑장이름,캠핑장정보
531,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1913,경남 창녕군 남지읍 박진로 627 ,0,캠핑장정보 더보기 ,[경상남도 창녕군] 위더스글램핑,None
532,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,1588,경기 가평군 상면 수목원로 224 ,1,캠핑장정보 더보기 ,[경기도 가평군] 라온힐야영장,None
533,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100214/thumb/thumb_720_8565GJCm8SOZnTALglAiocwr.jpg"" height=""180"" width=""280"">",None,2875,경남 통영시 용남면 지도해안로 303 ,1,캠핑장정보 더보기 통영시 용남면에 위치하고 있으며 육지에서 불과 500m 떨어진 지도라는 섬에 위치한 야영장으로 풍광이 수려한 바닷가에...,[경상남도 통영시] 종이섬 야영장,None
534,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",031-531-5651,1785,경기 포천시 화현면 봉화로 400-134 ,0,캠핑장정보 더보기 ,[경기도 포천시] 명덕농원,"

전기
와이파이
장작판매
온수

"
535,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100212/thumb/thumb_720_7535XtPxC9iQHTgAJaesZ9Ip.jpg"" height=""180"" width=""280"">",055-355-1300,5130,경남 밀양시 단장면 단장로 1055 ,1,캠핑장정보 더보기 ,[경상남도 밀양시] 밀양 도깨비방망이 캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
마트.편의점

"
536,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100211/thumb/thumb_720_95766Ay8F20itzSQlAdmN04R.jpg"" height=""180"" width=""280"">",063-279-9282,3234,전북 완주군 구이면 신전길 75-96 ,1,"캠핑장정보 더보기 카라반파크 아마존은 완주에 있는 4,443㎡의 대형 카라반 캠핑장입니다. 
총 25동의 카라반 캠핑장과 부대시설로 ...",[전라북도 완주군] 카라반파크 아마존,"

전기
와이파이
온수
물놀이장
마트.편의점

"
537,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100173/thumb/thumb_720_20176Q3RQlf0dD36X5jVmOuw.jpg"" height=""180"" width=""280"">",1670-0556-,3517,충북 제천시 백운면 구학산로 1038 ,2,"캠핑장정보 더보기 숲속에 품어진 프라이빗 스테리움 제천
어디에도 없을 감성적인 카라반, 넓은 사이트,자연과 문화가 공존하는 가장 완벽...",[충청북도 제천시] 스테리움 제천,"

전기
와이파이
장작판매
온수

"
538,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",055-351-2200,1766,경남 밀양시 단장면 고례로 805-25 ,0,캠핑장정보 더보기 ,[경상남도 밀양시] 그린앤블루,"

전기
와이파이
장작판매
물놀이장
산책로
마트.편의점

"
539,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2920/thumb/thumb_720_8184BheRpNkMEPgNFmeXuUh1.jpg"" height=""180"" width=""280"">",010-9974-1215,13085,경상북도 경주시 산내면 대현길 176-9  청석들오토캠핑 ,0,캠핑장정보 더보기 청석들오토캠핑은 경북 경주시 산내면에 자리 잡고 있다. 경주시청을 기점으로 38㎞가량 떨어졌다. 자동차에 몸을 싣고 ...,[경상북도 경주시] 청석들캠핑장,"

전기
장작판매
온수
물놀이장
산책로

"
540,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/100209/thumb/thumb_720_55610YHABMqNrpVYrRFH4gOC.jpg"" height=""180"" width=""280"">",041-752-5525,2502,충남 금산군 진산면 초미동길 138-10 ,1,"캠핑장정보 더보기 대전 인근에 위치한 럭셔리 캠핑장, 2만여평의 수목원 보유, 카라반, 오토캠핑, 카페, 바베큐 등 자주찾는 명소",[충청남도 금산군] 관광농원금산만악리수목원오토캠핑장,"

전기
와이파이
장작판매
온수
산책로
마트.편의점

"
541,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",054-434-5255,2489,경북 김천시 증산면 증산1로 163 ,2,캠핑장정보 더보기 ,"[경상북도 김천시] 경상북도교육청김천오토캠핑장	","

전기
와이파이
온수
마트.편의점

"
542,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,7539,충북 제천시 청풍면 학현소야로 206 ,1,캠핑장정보 더보기 ,[충청북도 제천시] 학현아름마을오토캠핑장,None
543,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7954/thumb/thumb_720_2547Y0bUwk5HHUnkw2JjoMSo.jpg"" height=""180"" width=""280"">",010-4911-2927,13661,경남 산청군 차황면 황매산로1138번길 215 ,1,캠핑장정보 더보기 ,[경상남도 산청군] 황매산미리내파크 오토캠핑장,"

전기
와이파이
장작판매
온수
놀이터
산책로
운동시설
마트.편의점

"
544,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7962/thumb/thumb_720_8583FHIfpPIuPwceXu8q8p8N.jpg"" height=""180"" width=""280"">",033-673-3322,7452,강원도 양양군 현북면 하광정리 618-2  ,1,캠핑장정보 더보기 ,[강원도 양양군] 하조대캠핑카,"

트렘폴린

"
545,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7970/thumb/thumb_720_7341tuZJAEk94P92XuQYDa7u.jpg"" height=""180"" width=""280"">",010-2044-8198,7448,경기 포천시 영북면 소회산길 366 ,1,캠핑장정보 더보기 ,[경기도 포천시] 한탄강둘레길캠핑장,"

전기
와이파이
장작판매
온수
놀이터
운동시설

"
546,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7225/thumb/thumb_720_1330RABBvJJBo7zUwLrWUJYK.jpg"" height=""180"" width=""280"">",070-4224-2341,11885,경기도 포천시 영북면 산정리 511 외 7필지 ,0,캠핑장정보 더보기 푸른산수목원(페어웨이)는 포천에 있는 2809㎡의 글램핑 전용 캠핑장이다. 총 12동의 글램핑 텐트와 부대시설로 이루...,[경기도 포천시] 푸른산페어웨이,"

전기
와이파이
장작판매
온수
놀이터
운동시설
마트.편의점

"
547,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3386/thumb/thumb_720_1613RTefpNLg71MW8Fl61PjC.jpg"" height=""180"" width=""280"">",None,10832,경기 파주시 법원읍 수작골길 273 ,1,캠핑장정보 더보기 ,[경기도 파주시] 학교안 풍경캠핑장 ,"

전기
장작판매
온수
물놀이장
놀이터
산책로
운동장
운동시설
마트.편의점

"
548,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8004/thumb/thumb_720_7980EqdAs3OETgnp5bNV7UdR.jpg"" height=""180"" width=""280"">",054-571-2244,5653,경북 문경시 마성면 하내2길 55 ,0,캠핑장정보 더보기 ,[경상북도 문경시] 한성연수원 야영장,"

전기
장작판매
온수
산책로
운동시설

"
549,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,8376,전남 화순군 도곡면 고인돌1로 139 ,2,캠핑장정보 더보기 ,[전라남도 화순군] 화순 고인돌 오토캠핑장,None
550,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8045/thumb/thumb_720_2871L5XrpbGDG95N3BMV9z8I.jpg"" height=""180"" width=""280"">",010-8486-0855,6177,경남 함양군 서하면 육십령로 2991 함양라온캠핑장,1,캠핑장정보 더보기 ,[경상남도 함양군] 함양라온캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
놀이터
산책로
운동시설
마트.편의점

"
551,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8047/thumb/thumb_720_2143ESELLcwJrjmAs3g4z5Cj.jpg"" height=""180"" width=""280"">",061-844-5000,6161,전남 고흥군 금산면 평산길 94 ,0,캠핑장정보 더보기 ,[전라남도 고흥군] 해울림영농조합법인,"

전기
온수
트렘폴린
놀이터
운동장
마트.편의점

"
552,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8057/thumb/thumb_720_5118EaNzs6MD2sWoByxL8KxT.jpg"" height=""180"" width=""280"">",None,6477,경기 김포시 금포로 1196 (운양동) ,1,캠핑장정보 더보기 ,[경기도 김포시] 행복한 체험 캠핑장,"

전기
와이파이
운동시설

"
553,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8060/thumb/thumb_720_8672pl1ihwKw06AntRIgiQaf.jpg"" height=""180"" width=""280"">",070-7727-5500,8133,대전광역시 유성구 하기동 259  ,1,캠핑장정보 더보기 ,[대전시 유성구] 하기숲 가족캠핑장,"

전기
온수
물놀이장
놀이터
마트.편의점

"
554,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8061/thumb/thumb_720_90147jTvVxtzgNXgvegLZxXC.jpg"" height=""180"" width=""280"">",None,5558,경북 고령군 덕곡면 덕운로 1081 ,1,캠핑장정보 더보기 ,[경상북도 고령군] 힐링오름캠핑장,"

전기
와이파이
장작판매
온수

"
555,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7832/thumb/thumb_720_3535dDGeMEa4UUIU29aK22Rs.jpg"" height=""180"" width=""280"">",None,7342,경북 영주시 풍기읍 삼가로 209 ,1,캠핑장정보 더보기 ,[경상북도 영주시] 힐링스토리펜션야영장,"

전기
장작판매
온수
놀이터
운동장

"
556,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7846/thumb/thumb_720_1967yeEC5pX66e9LLhe807gH.jpg"" height=""180"" width=""280"">",063-630-8950,12721,전북 남원시 산내면 지리산로 712 학천야영장,2,캠핑장정보 더보기 ,[전라북도 남원시] 학천야영장,"

전기

"
557,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7848/thumb/thumb_720_1431SbrUKrGZsOrHlMw7vun9.jpg"" height=""180"" width=""280"">",010-2368-1544,10244,충북 괴산군 청천면 화양로 733-38 ,1,캠핑장정보 더보기 ,[충청북도 괴산군] 화양동야영장,"

전기
와이파이
장작판매
온수
물놀이장
놀이터
운동시설
마트.편의점

"
558,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7853/thumb/thumb_720_2890B25sorm43xChnVc4DnUn.jpg"" height=""180"" width=""280"">",010-5349-8768,23027,경기 화성시 봉담읍 도곡1길 20-21 ,3,캠핑장정보 더보기 ,[경기도 화성시] 풀내음캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
놀이터

"
559,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7861/thumb/thumb_720_8361Ow19u27xNlMvfLw5M9yK.jpg"" height=""180"" width=""280"">",010-6615-8042,7157,경기 가평군 북면 화악산로207번길 5-29 ,1,캠핑장정보 더보기 ,[경기도 가평군] 프라도 캠핑장,"

전기
장작판매
온수
트렘폴린
물놀이장
놀이터
운동시설

"
560,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7862/thumb/thumb_720_24351Xalo2H21KVZUfsH7tG8.jpg"" height=""180"" width=""280"">",043-854-0054,9221,충북 충주시 앙성면 하너미로 501-3 ,1,캠핑장정보 더보기 ,[충청북도 충주시] 하너미 캠핑장,"

전기
와이파이
장작판매
온수
물놀이장
운동시설

"
561,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,8589,충남 청양군 화성면 배울제길 36-17 ,1,캠핑장정보 더보기 ,[충청남도 청양군] 포포나무야영장,None
562,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7873/thumb/thumb_720_2625djDJ9UvWUKvz3R4z3rvl.jpg"" height=""180"" width=""280"">",010-9245-6599,6515,강원 홍천군 서면 개야강변길 112 ,1,캠핑장정보 더보기 ,[강원도 홍천군] 홍천강 이야기 글램핑,"

전기
와이파이
장작판매
트렘폴린
운동시설

"
563,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/482/thumb/thumb_720_6289e2kxz6aUIaHRHd6aGbey.jpg"" height=""180"" width=""280"">",054-455-8858,14034,경북 김천시 남면 우장길 448 ,1,"캠핑장정보 더보기 금오산 힐링타운은 경북 김천시 남면에 자리했다. 김천시청을 기점으로 18km가량 떨어졌으며, 영남대로와 우장길을 차례...",[경상북도 김천시] 허브하우스 금오산힐링타운,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
운동시설
마트.편의점

"
564,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7906/thumb/thumb_720_7578atNtZxRVPbpNPoc0xnYn.jpg"" height=""180"" width=""280"">",031-771-7877,11230,경기 양평군 청운면 삼백골길 19-14 ,1,"캠핑장정보 더보기 데크 사이트와 노지사이트가 있으며  데크 사이트는  4*7미터입니다.

데크간 간격도 넓어 바로 옆에 주차하시면 ...",[경기도 양평군] 풀무산 캠핑장,None
565,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7907/thumb/thumb_720_4324wKOeuWjXgiEugJdlAIJ3.jpg"" height=""180"" width=""280"">",041-688-0999,7051,충남 서산시 해미면 동문1길 40 ,1,캠핑장정보 더보기 ,[충청남도 서산시] 해미읍성역사캠핑장,"

전기
온수
물놀이장
마트.편의점

"
566,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",010-7615-7801,6576,인천광역시 강화군 길상면 동검리 125-95 ,0,캠핑장정보 더보기 ,[인천시 강화군] 하늘바다글램핑,None
567,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7931/thumb/thumb_720_0446MtYiBtpGwuxRIxyGZWkb.jpg"" height=""180"" width=""280"">",None,10753,울산 울주군 서생면 화산발리로 325-62 ,1,캠핑장정보 더보기 ,[울산시 울주군] 힐링빌리지(팜핑레이크 캠핑장),"

전기
와이파이
장작판매
트렘폴린
물놀이장
놀이터
운동시설

"
568,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7943/thumb/thumb_720_67093AXMhNMKUGM4PO0MJP7m.jpg"" height=""180"" width=""280"">",033-435-1481,6646,강원 홍천군 서면 오도치길 32 ,1,캠핑장정보 더보기 ,[강원도 홍천군] 팔봉참살이오토캠핑장,"

전기
와이파이
산책로

"
569,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,6187,경기 가평군 상면 축령로 296 ,1,캠핑장정보 더보기 ,[경기도 가평군] 축령산 오션파크,None
570,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",02-2066-7004,25097,서울 구로구 연동로12길 149 (항동) ,6,캠핑장정보 더보기 ,[서울시 구로구] 천왕산 가족캠핑장,"

전기
와이파이
온수
놀이터
산책로
운동시설
마트.편의점

"
571,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7972/thumb/thumb_720_8876SF4Zp3U8zzVDJhXH259D.jpg"" height=""180"" width=""280"">",None,5751,강원 영월군 김삿갓면 영월동로 2295-12 ,1,캠핑장정보 더보기 ,[강원도 영월군] 주식회사비브릿지글램핑,"

전기
와이파이
온수
물놀이장
운동시설

"
572,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",010-2878-1671,6922,경기 양주시 원학로184번길 142-38 (광사동) ,1,캠핑장정보 더보기 ,[경기도 양주시] 천보wellness캠핑장,None
573,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7998/thumb/thumb_720_7169O6U7QeAV77OHVzNu2qn3.jpg"" height=""180"" width=""280"">",010-9150-3644,6204,경기 가평군 설악면 묵안로 350 ,1,캠핑장정보 더보기 ,[경기도 가평군] 캠핑소리251,"

전기
와이파이
장작판매
온수
트렘폴린
놀이터
산책로
운동장
운동시설

"
574,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8001/thumb/thumb_720_1950jT5QMuroGDK9Mt4LWhld.jpeg"" height=""180"" width=""280"">",None,5935,강원 평창군 방림면 삼형제길 279-61 ,1,캠핑장정보 더보기 ,[강원도 평창군] 코뿔소글램핑,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
운동시설

"
